"CONTA_SUPERIOR","CLASSE_CONTABIL","BK_CONTA11","BK_CONTA10","BK_CONTA9","BK_CONTA8","BK_CONTA7","BK_CONTA6","BK_CONTA5","BK_CONTA4","BK_CONTA3","BK_CONTA2","BK_CONTA1","CT1_DESC01_11","CT1_DESC01_10","CT1_DESC01_9","CT1_DESC01_8","CT1_DESC01_7","CT1_DESC01_6","CT1_DESC01_5","CT1_DESC01_4","CT1_DESC01_3","CT1_DESC01_2","CT1_DESC01_1","CT1_CONTA_11","CT1_CONTA_10","CT1_CONTA_9","CT1_CONTA_8","CT1_CONTA_7","CT1_CONTA_6","CT1_CONTA_5","CT1_CONTA_4","CT1_CONTA_3","CT1_CONTA_2","CT1_CONTA_1","BK_AK5_CODIGO5"
"12012               ","2","P |01|CT1200||12012010","P |01|CT1200||12012010","P |01|CT1200||12012010","P |01|CT1200||12012010","P |01|CT1200||12012010","P |01|CT1200||12012010","P |01|CT1200||12012010","P |01|CT1200||12012","P |01|CT1200||1201","P |01|CT1200||12","P |01|CT1200||1","CONTA CORRENTE TOP X WAYUP SJRP         ","CONTA CORRENTE TOP X WAYUP SJRP         ","CONTA CORRENTE TOP X WAYUP SJRP         ","CONTA CORRENTE TOP X WAYUP SJRP         ","CONTA CORRENTE TOP X WAYUP SJRP         ","CONTA CORRENTE TOP X WAYUP SJRP         ","CONTA CORRENTE TOP X WAYUP SJRP         ","EMPRESTIMOS/MUTUOS                      ","ATIVO REALIZAVEL A LONGO PRAZO          ","ATIVO NAO CIRCULANTE                    ","ATIVO                                   ","12012010            ","12012010            ","12012010            ","12012010            ","12012010            ","12012010            ","12012010            ","12012               ","1201                ","12                  ","1                   ","P |01|AK5200||"
"12012               ","2","P |01|CT1200||12012011","P |01|CT1200||12012011","P |01|CT1200||12012011","P |01|CT1200||12012011","P |01|CT1200||12012011","P |01|CT1200||12012011","P |01|CT1200||12012011","P |01|CT1200||12012","P |01|CT1200||1201","P |01|CT1200||12","P |01|CT1200||1","C/C CISAO INTERCOMPANY WAYUP SERVIOS    ","C/C CISAO INTERCOMPANY WAYUP SERVIOS    ","C/C CISAO INTERCOMPANY WAYUP SERVIOS    ","C/C CISAO INTERCOMPANY WAYUP SERVIOS    ","C/C CISAO INTERCOMPANY WAYUP SERVIOS    ","C/C CISAO INTERCOMPANY WAYUP SERVIOS    ","C/C CISAO INTERCOMPANY WAYUP SERVIOS    ","EMPRESTIMOS/MUTUOS                      ","ATIVO REALIZAVEL A LONGO PRAZO          ","ATIVO NAO CIRCULANTE                    ","ATIVO                                   ","12012011            ","12012011            ","12012011            ","12012011            ","12012011            ","12012011            ","12012011            ","12012               ","1201                ","12                  ","1                   ","P |01|AK5200||"
"12012               ","2","P |01|CT1200||12012012","P |01|CT1200||12012012","P |01|CT1200||12012012","P |01|CT1200||12012012","P |01|CT1200||12012012","P |01|CT1200||12012012","P |01|CT1200||12012012","P |01|CT1200||12012","P |01|CT1200||1201","P |01|CT1200||12","P |01|CT1200||1","CONTAS A RECEBER - JBM                  ","CONTAS A RECEBER - JBM                  ","CONTAS A RECEBER - JBM                  ","CONTAS A RECEBER - JBM                  ","CONTAS A RECEBER - JBM                  ","CONTAS A RECEBER - JBM                  ","CONTAS A RECEBER - JBM                  ","EMPRESTIMOS/MUTUOS                      ","ATIVO REALIZAVEL A LONGO PRAZO          ","ATIVO NAO CIRCULANTE                    ","ATIVO                                   ","12012012            ","12012012            ","12012012            ","12012012            ","12012012            ","12012012            ","12012012            ","12012               ","1201                ","12                  ","1                   ","P |01|AK5200||"
"12012               ","2","P |01|CT1200||12012013","P |01|CT1200||12012013","P |01|CT1200||12012013","P |01|CT1200||12012013","P |01|CT1200||12012013","P |01|CT1200||12012013","P |01|CT1200||12012013","P |01|CT1200||12012","P |01|CT1200||1201","P |01|CT1200||12","P |01|CT1200||1","MUTUO WAYUP SERVICOS X MODA             ","MUTUO WAYUP SERVICOS X MODA             ","MUTUO WAYUP SERVICOS X MODA             ","MUTUO WAYUP SERVICOS X MODA             ","MUTUO WAYUP SERVICOS X MODA             ","MUTUO WAYUP SERVICOS X MODA             ","MUTUO WAYUP SERVICOS X MODA             ","EMPRESTIMOS/MUTUOS                      ","ATIVO REALIZAVEL A LONGO PRAZO          ","ATIVO NAO CIRCULANTE                    ","ATIVO                                   ","12012013            ","12012013            ","12012013            ","12012013            ","12012013            ","12012013            ","12012013            ","12012               ","1201                ","12                  ","1                   ","P |01|AK5200||"
"12012               ","2","P |01|CT1200||12012014","P |01|CT1200||12012014","P |01|CT1200||12012014","P |01|CT1200||12012014","P |01|CT1200||12012014","P |01|CT1200||12012014","P |01|CT1200||12012014","P |01|CT1200||12012","P |01|CT1200||1201","P |01|CT1200||12","P |01|CT1200||1","MUTUO WAYUP SISTEMAS X RESULTAR         ","MUTUO WAYUP SISTEMAS X RESULTAR         ","MUTUO WAYUP SISTEMAS X RESULTAR         ","MUTUO WAYUP SISTEMAS X RESULTAR         ","MUTUO WAYUP SISTEMAS X RESULTAR         ","MUTUO WAYUP SISTEMAS X RESULTAR         ","MUTUO WAYUP SISTEMAS X RESULTAR         ","EMPRESTIMOS/MUTUOS                      ","ATIVO REALIZAVEL A LONGO PRAZO          ","ATIVO NAO CIRCULANTE                    ","ATIVO                                   ","12012014            ","12012014            ","12012014            ","12012014            ","12012014            ","12012014            ","12012014            ","12012               ","1201                ","12                  ","1                   ","P |01|AK5200||"
"12012               ","2","P |01|CT1200||12012015","P |01|CT1200||12012015","P |01|CT1200||12012015","P |01|CT1200||12012015","P |01|CT1200||12012015","P |01|CT1200||12012015","P |01|CT1200||12012015","P |01|CT1200||12012","P |01|CT1200||1201","P |01|CT1200||12","P |01|CT1200||1","MUTUO MODA X ACTVS                      ","MUTUO MODA X ACTVS                      ","MUTUO MODA X ACTVS                      ","MUTUO MODA X ACTVS                      ","MUTUO MODA X ACTVS                      ","MUTUO MODA X ACTVS                      ","MUTUO MODA X ACTVS                      ","EMPRESTIMOS/MUTUOS                      ","ATIVO REALIZAVEL A LONGO PRAZO          ","ATIVO NAO CIRCULANTE                    ","ATIVO                                   ","12012015            ","12012015            ","12012015            ","12012015            ","12012015            ","12012015            ","12012015            ","12012               ","1201                ","12                  ","1                   ","P |01|AK5200||"
"12013               ","2","P |01|CT1200||12013001","P |01|CT1200||12013001","P |01|CT1200||12013001","P |01|CT1200||12013001","P |01|CT1200||12013001","P |01|CT1200||12013001","P |01|CT1200||12013001","P |01|CT1200||12013","P |01|CT1200||1201","P |01|CT1200||12","P |01|CT1200||1","COTAS CAPITAL ML SERVICOS               ","COTAS CAPITAL ML SERVICOS               ","COTAS CAPITAL ML SERVICOS               ","COTAS CAPITAL ML SERVICOS               ","COTAS CAPITAL ML SERVICOS               ","COTAS CAPITAL ML SERVICOS               ","COTAS CAPITAL ML SERVICOS               ","INVESTIMENTOS                           ","ATIVO REALIZAVEL A LONGO PRAZO          ","ATIVO NAO CIRCULANTE                    ","ATIVO                                   ","12013001            ","12013001            ","12013001            ","12013001            ","12013001            ","12013001            ","12013001            ","12013               ","1201                ","12                  ","1                   ","P |01|AK5200||"
"12013               ","2","P |01|CT1200||12013002","P |01|CT1200||12013002","P |01|CT1200||12013002","P |01|CT1200||12013002","P |01|CT1200||12013002","P |01|CT1200||12013002","P |01|CT1200||12013002","P |01|CT1200||12013","P |01|CT1200||1201","P |01|CT1200||12","P |01|CT1200||1","PARTICIPACAO SOCIETARIA NA EMPRESA JBM  ","PARTICIPACAO SOCIETARIA NA EMPRESA JBM  ","PARTICIPACAO SOCIETARIA NA EMPRESA JBM  ","PARTICIPACAO SOCIETARIA NA EMPRESA JBM  ","PARTICIPACAO SOCIETARIA NA EMPRESA JBM  ","PARTICIPACAO SOCIETARIA NA EMPRESA JBM  ","PARTICIPACAO SOCIETARIA NA EMPRESA JBM  ","INVESTIMENTOS                           ","ATIVO REALIZAVEL A LONGO PRAZO          ","ATIVO NAO CIRCULANTE                    ","ATIVO                                   ","12013002            ","12013002            ","12013002            ","12013002            ","12013002            ","12013002            ","12013002            ","12013               ","1201                ","12                  ","1                   ","P |01|AK5200||"
"12013               ","2","P |01|CT1200||12013003","P |01|CT1200||12013003","P |01|CT1200||12013003","P |01|CT1200||12013003","P |01|CT1200||12013003","P |01|CT1200||12013003","P |01|CT1200||12013003","P |01|CT1200||12013","P |01|CT1200||1201","P |01|CT1200||12","P |01|CT1200||1","PARTICIPACAO SOCIETARIA NA EMPRESA SBSR1","PARTICIPACAO SOCIETARIA NA EMPRESA SBSR1","PARTICIPACAO SOCIETARIA NA EMPRESA SBSR1","PARTICIPACAO SOCIETARIA NA EMPRESA SBSR1","PARTICIPACAO SOCIETARIA NA EMPRESA SBSR1","PARTICIPACAO SOCIETARIA NA EMPRESA SBSR1","PARTICIPACAO SOCIETARIA NA EMPRESA SBSR1","INVESTIMENTOS                           ","ATIVO REALIZAVEL A LONGO PRAZO          ","ATIVO NAO CIRCULANTE                    ","ATIVO                                   ","12013003            ","12013003            ","12013003            ","12013003            ","12013003            ","12013003            ","12013003            ","12013               ","1201                ","12                  ","1                   ","P |01|AK5200||"
"12013               ","2","P |01|CT1200||12013004","P |01|CT1200||12013004","P |01|CT1200||12013004","P |01|CT1200||12013004","P |01|CT1200||12013004","P |01|CT1200||12013004","P |01|CT1200||12013004","P |01|CT1200||12013","P |01|CT1200||1201","P |01|CT1200||12","P |01|CT1200||1","PARTICIPACAO SOCIETARIA EMPRESA RESULTAR","PARTICIPACAO SOCIETARIA EMPRESA RESULTAR","PARTICIPACAO SOCIETARIA EMPRESA RESULTAR","PARTICIPACAO SOCIETARIA EMPRESA RESULTAR","PARTICIPACAO SOCIETARIA EMPRESA RESULTAR","PARTICIPACAO SOCIETARIA EMPRESA RESULTAR","PARTICIPACAO SOCIETARIA EMPRESA RESULTAR","INVESTIMENTOS                           ","ATIVO REALIZAVEL A LONGO PRAZO          ","ATIVO NAO CIRCULANTE                    ","ATIVO                                   ","12013004            ","12013004            ","12013004            ","12013004            ","12013004            ","12013004            ","12013004            ","12013               ","1201                ","12                  ","1                   ","P |01|AK5200||"
"12013               ","2","P |01|CT1200||12013005","P |01|CT1200||12013005","P |01|CT1200||12013005","P |01|CT1200||12013005","P |01|CT1200||12013005","P |01|CT1200||12013005","P |01|CT1200||12013005","P |01|CT1200||12013","P |01|CT1200||1201","P |01|CT1200||12","P |01|CT1200||1","WAYUP SERVICOS EM TECNOLOGIA LTDA       ","WAYUP SERVICOS EM TECNOLOGIA LTDA       ","WAYUP SERVICOS EM TECNOLOGIA LTDA       ","WAYUP SERVICOS EM TECNOLOGIA LTDA       ","WAYUP SERVICOS EM TECNOLOGIA LTDA       ","WAYUP SERVICOS EM TECNOLOGIA LTDA       ","WAYUP SERVICOS EM TECNOLOGIA LTDA       ","INVESTIMENTOS                           ","ATIVO REALIZAVEL A LONGO PRAZO          ","ATIVO NAO CIRCULANTE                    ","ATIVO                                   ","12013005            ","12013005            ","12013005            ","12013005            ","12013005            ","12013005            ","12013005            ","12013               ","1201                ","12                  ","1                   ","P |01|AK5200||"
"12013               ","2","P |01|CT1200||12013006","P |01|CT1200||12013006","P |01|CT1200||12013006","P |01|CT1200||12013006","P |01|CT1200||12013006","P |01|CT1200||12013006","P |01|CT1200||12013006","P |01|CT1200||12013","P |01|CT1200||1201","P |01|CT1200||12","P |01|CT1200||1","WAYUP SJRP SISTEMAS DE GESTAO LTDA      ","WAYUP SJRP SISTEMAS DE GESTAO LTDA      ","WAYUP SJRP SISTEMAS DE GESTAO LTDA      ","WAYUP SJRP SISTEMAS DE GESTAO LTDA      ","WAYUP SJRP SISTEMAS DE GESTAO LTDA      ","WAYUP SJRP SISTEMAS DE GESTAO LTDA      ","WAYUP SJRP SISTEMAS DE GESTAO LTDA      ","INVESTIMENTOS                           ","ATIVO REALIZAVEL A LONGO PRAZO          ","ATIVO NAO CIRCULANTE                    ","ATIVO                                   ","12013006            ","12013006            ","12013006            ","12013006            ","12013006            ","12013006            ","12013006            ","12013               ","1201                ","12                  ","1                   ","P |01|AK5200||"
"12013               ","2","P |01|CT1200||12013007","P |01|CT1200||12013007","P |01|CT1200||12013007","P |01|CT1200||12013007","P |01|CT1200||12013007","P |01|CT1200||12013007","P |01|CT1200||12013007","P |01|CT1200||12013","P |01|CT1200||1201","P |01|CT1200||12","P |01|CT1200||1","PART.SOC.WAYUP MODAS SERV.INF.LTDA      ","PART.SOC.WAYUP MODAS SERV.INF.LTDA      ","PART.SOC.WAYUP MODAS SERV.INF.LTDA      ","PART.SOC.WAYUP MODAS SERV.INF.LTDA      ","PART.SOC.WAYUP MODAS SERV.INF.LTDA      ","PART.SOC.WAYUP MODAS SERV.INF.LTDA      ","PART.SOC.WAYUP MODAS SERV.INF.LTDA      ","INVESTIMENTOS                           ","ATIVO REALIZAVEL A LONGO PRAZO          ","ATIVO NAO CIRCULANTE                    ","ATIVO                                   ","12013007            ","12013007            ","12013007            ","12013007            ","12013007            ","12013007            ","12013007            ","12013               ","1201                ","12                  ","1                   ","P |01|AK5200||"
"12013               ","2","P |01|CT1200||12013008","P |01|CT1200||12013008","P |01|CT1200||12013008","P |01|CT1200||12013008","P |01|CT1200||12013008","P |01|CT1200||12013008","P |01|CT1200||12013008","P |01|CT1200||12013","P |01|CT1200||1201","P |01|CT1200||12","P |01|CT1200||1","PART. SOC. EMPRESA DALLAN DIGITAL LTDA  ","PART. SOC. EMPRESA DALLAN DIGITAL LTDA  ","PART. SOC. EMPRESA DALLAN DIGITAL LTDA  ","PART. SOC. EMPRESA DALLAN DIGITAL LTDA  ","PART. SOC. EMPRESA DALLAN DIGITAL LTDA  ","PART. SOC. EMPRESA DALLAN DIGITAL LTDA  ","PART. SOC. EMPRESA DALLAN DIGITAL LTDA  ","INVESTIMENTOS                           ","ATIVO REALIZAVEL A LONGO PRAZO          ","ATIVO NAO CIRCULANTE                    ","ATIVO                                   ","12013008            ","12013008            ","12013008            ","12013008            ","12013008            ","12013008            ","12013008            ","12013               ","1201                ","12                  ","1                   ","P |01|AK5200||"
"12013               ","2","P |01|CT1200||12013009","P |01|CT1200||12013009","P |01|CT1200||12013009","P |01|CT1200||12013009","P |01|CT1200||12013009","P |01|CT1200||12013009","P |01|CT1200||12013009","P |01|CT1200||12013","P |01|CT1200||1201","P |01|CT1200||12","P |01|CT1200||1","PARC. SOC. COTAS BANCO SICREDI          ","PARC. SOC. COTAS BANCO SICREDI          ","PARC. SOC. COTAS BANCO SICREDI          ","PARC. SOC. COTAS BANCO SICREDI          ","PARC. SOC. COTAS BANCO SICREDI          ","PARC. SOC. COTAS BANCO SICREDI          ","PARC. SOC. COTAS BANCO SICREDI          ","INVESTIMENTOS                           ","ATIVO REALIZAVEL A LONGO PRAZO          ","ATIVO NAO CIRCULANTE                    ","ATIVO                                   ","12013009            ","12013009            ","12013009            ","12013009            ","12013009            ","12013009            ","12013009            ","12013               ","1201                ","12                  ","1                   ","P |01|AK5200||"
